MapVersion,AddressId,TagId,X,Y,Theta,OffsetX,OffsetY,OffsetTheta,IsChargeStation,StorageStationId,ChargerX,ChargerY,ChargerTheta,KnownObstacle,AllowVehiclePosition,AllowCargoPosition,IsPickupStation,IsNarrowStation
2025121101,101407400,,7650,79425,0,0,0,0,FALSE,SLF014074,0,0,0,,0/90/180/270,90/270,FALSE,FALSE
2025121101,101603700,,8650,45095,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/90/180/270,FALSE,FALSE
2025121101,101604400,,8650,51590,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,101605000,,8650,56240,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/90/180/270,FALSE,FALSE
2025121101,101605600,,8650,61845,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/90/180/270,FALSE,FALSE
2025121101,101606200,,8650,68340,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,101606700,,8650,73075,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/90/180/270,FALSE,FALSE
2025121101,101607100,,8650,76465,0,0,0,0,FALSE,Pak301,0,0,0,,0/90/180/270,90/270,FALSE,FALSE
2025121101,101607300,,8650,77945,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/90/180/270,FALSE,FALSE
2025121101,101603200,103098,8990,39670,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,101707300,,9150,77945,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/90/180/270,FALSE,FALSE
2025121101,101707400,,9150,79425,0,0,0,0,FALSE,SLF017074,0,0,0,,0/90/180/270,90/270,FALSE,FALSE
2025121101,101802800,,9845,35130,0,0,0,0,FALSE,SLF018028,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,101803000,,9845,37130,0,0,0,0,FALSE,SLF018030,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,101803500,,9845,43390,0,0,0,0,FALSE,Pak310,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,101803700,,9845,45095,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/90/180/270,FALSE,FALSE
2025121101,101803900,,9845,47890,0,0,0,0,FALSE,Pak309,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,101804200,,9845,50090,0,0,0,0,FALSE,Pak308,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,101804400,,9845,51590,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,101804600,,9845,53440,0,0,0,0,FALSE,Pak307,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,101805000,,9845,56240,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/90/180/270,FALSE,FALSE
2025121101,101805200,,9845,57940,0,0,0,0,FALSE,Pak306,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,101805400,,9845,60140,0,0,0,0,FALSE,Pak305,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,101805600,,9845,61845,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/90/180/270,FALSE,FALSE
2025121101,101805900,,9845,64640,0,0,0,0,FALSE,Pak304,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,101806100,,9845,66840,0,0,0,0,FALSE,Pak303,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,101806200,,9845,68340,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,101806500,,9845,70190,0,0,0,0,FALSE,Pak302,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,101806700,,9845,73075,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/90/180/270,FALSE,FALSE
2025121101,101803300,102777,9850,41190,0,0,0,0,FALSE,Pak311,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,101907300,,9975,77945,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102003200,103099,10490,39670,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102002800,,10805,35130,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102003000,,10805,37130,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102003500,,10805,43390,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102003700,,10805,45095,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/90/180/270,FALSE,FALSE
2025121101,102003900,,10805,47890,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102004200,,10805,50090,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102004400,,10805,51590,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102004600,,10805,53440,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102005000,,10805,56240,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/90/180/270,FALSE,FALSE
2025121101,102005200,,10805,57940,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102005400,,10805,60140,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102005600,,10805,61845,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/90/180/270,FALSE,FALSE
2025121101,102005900,,10805,64640,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102006100,,10805,66840,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102006200,,10805,68340,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102006500,,10805,70190,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102006700,,10805,73075,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/90/180/270,FALSE,FALSE
2025121101,102006900,,10805,74690,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102007000,,10805,76190,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102007200,,10805,77070,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102007300,,10805,77945,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102003300,102972,11350,41190,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102101600,,11950,19500,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102101700,102966,11950,20030,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102101800,102841,11950,21410,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102101900,102840,11950,22910,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102102000,102845,11950,24410,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102102100,102844,11950,25910,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102102200,102843,11950,27410,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102102300,102848,11950,28790,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102102400,102847,11950,30290,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102102500,102846,11950,31170,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102102600,102851,11950,32670,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102102700,102850,11950,34170,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102102800,102849,11950,35130,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/90/180/270,FALSE,FALSE
2025121101,102102900,102854,11950,36030,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102103000,102852,11950,37130,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/90/180/270,FALSE,FALSE
2025121101,102103100,102857,11950,38430,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102103200,102856,11950,39670,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/90/180/270,FALSE,FALSE
2025121101,102103300,102860,11950,41190,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/90/180/270,FALSE,FALSE
2025121101,102103400,,11950,42290,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102103500,,11950,43390,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/90/180/270,FALSE,FALSE
2025121101,102103600,,11950,44245,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102103700,,11950,45095,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/90/180/270,FALSE,FALSE
2025121101,102103800,,11950,46595,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102103900,,11950,47890,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/90/180/270,FALSE,FALSE
2025121101,102104000,,11950,48715,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102104100,,11950,49540,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102104200,,11950,50090,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/90/180/270,FALSE,FALSE
2025121101,102104300,,11950,51040,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102104400,,11950,51590,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/90/180/270,FALSE,FALSE
2025121101,102104500,,11950,52540,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102104600,,11950,53440,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/90/180/270,FALSE,FALSE
2025121101,102104700,,11950,54040,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102104900,,11950,55540,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102105000,,11950,56240,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/90/180/270,FALSE,FALSE
2025121101,102105100,,11950,57090,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102105200,,11950,57940,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/90/180/270,FALSE,FALSE
2025121101,102105300,,11950,58900,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102105400,,11950,60140,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/90/180/270,FALSE,FALSE
2025121101,102105500,,11950,60620,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102105600,,11950,61845,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/90/180/270,FALSE,FALSE
2025121101,102105700,,11950,62345,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102105800,,11950,63495,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102105900,,11950,64640,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/90/180/270,FALSE,FALSE
2025121101,102106000,,11950,65740,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102106100,,11950,66840,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/90/180/270,FALSE,FALSE
2025121101,102106200,,11950,68340,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/90/180/270,FALSE,FALSE
2025121101,102106300,,11950,69265,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102106500,,11950,70190,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/90/180/270,FALSE,FALSE
2025121101,102106600,,11950,71665,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102106700,,11950,73075,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/90/180/270,FALSE,FALSE
2025121101,102106900,,11950,74690,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102201500,,13450,19500,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102201700,102960,13450,20030,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102201800,102710,13450,21410,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102201900,102709,13450,22910,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102202000,102739,13450,24410,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102202100,102738,13450,25910,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102202200,102708,13450,27410,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102202300,102760,13450,28790,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102202400,102761,13450,30290,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102202500,102736,13450,31170,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102202600,102785,13450,32670,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102202700,102784,13450,34170,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102202800,102788,13450,35130,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102202900,102786,13450,36030,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102203000,102801,13450,37130,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102203100,102792,13450,38430,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102203200,102973,13450,39670,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102203300,102795,13450,41190,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102203400,,13450,42290,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102203500,,13450,43390,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102203600,,13450,44245,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102203700,,13450,45095,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102203800,,13450,46595,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102203900,,13450,47890,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102204000,,13450,48715,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102204100,,13450,49540,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102204200,,13450,50090,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102204300,,13450,51040,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102204400,,13450,51590,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102204500,,13450,52540,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102204600,,13450,53440,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102204700,,13450,54040,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102204900,,13450,55540,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102205000,,13450,56240,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102205100,,13450,57090,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102205200,,13450,57940,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102205300,,13450,58900,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102205400,,13450,60140,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102205500,,13450,60620,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102205600,,13450,61845,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102205700,,13450,62345,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102205800,,13450,63495,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102205900,,13450,64640,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102206000,,13450,65740,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102206100,,13450,66840,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102206200,,13450,68340,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102206300,,13450,69265,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102206500,,13450,70190,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102206600,,13450,71665,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102206700,,13450,73075,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102206900,,13450,74690,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102301700,102961,14615,20030,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102302500,102779,14930,31170,0,0,0,0,FALSE,Pak311_temp,0,0,0,90,0/90/180/270,0/180,FALSE,FALSE
2025121101,102302600,102774,14930,32670,0,0,0,0,FALSE,Pak310_temp,0,0,0,90,0/90/180/270,0/180,FALSE,FALSE
2025121101,102303000,102802,14930,37130,0,0,0,0,FALSE,SLF023030,0,0,0,90,0/90/180/270,0/180,FALSE,FALSE
2025121101,102304100,,14930,49540,0,0,0,0,FALSE,Pak309_temp,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102304300,,14930,51040,0,0,0,0,FALSE,Pak308_temp,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102304500,,14930,52540,0,0,0,0,FALSE,Pak307_temp,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102304700,,14930,54040,0,0,0,0,FALSE,Pak306_temp,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102305300,,14930,58900,0,0,0,0,FALSE,Pak305_temp,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102305500,,14930,60620,0,0,0,0,FALSE,Pak304_temp,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102305700,,14930,62345,0,0,0,0,FALSE,Pak303_temp,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102306700,,14930,73075,0,0,0,0,FALSE,Pak302_temp,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102306900,,14930,74690,0,0,0,0,FALSE,Pak301_temp,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102401700,102962,15765,20030,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102501700,102963,17265,20030,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102600300,102918,18725,3020,0,0,0,0,FALSE,UL307,0,0,0,,90/270,0/180,FALSE,FALSE
2025121101,102600600,102921,18725,7510,0,0,0,0,FALSE,UL305,0,0,0,,90/270,0/180,FALSE,FALSE
2025121101,102601000,102922,18725,13520,0,0,0,0,FALSE,UL303,0,0,0,,90/270,0/180,FALSE,FALSE
2025121101,102601300,102923,18725,18000,0,0,0,0,FALSE,UL301,0,0,0,,90/270,0/180,FALSE,FALSE
2025121101,102600100,102690,18765,20,0,0,0,0,FALSE,UL308,0,0,0,,90/270,0/180,FALSE,FALSE
2025121101,102600400,102692,18765,4510,0,0,0,0,FALSE,UL306,0,0,0,,90/270,0/180,FALSE,FALSE
2025121101,102600800,102684,18765,10520,0,0,0,0,FALSE,UL304,0,0,0,,90/270,0/180,FALSE,FALSE
2025121101,102601100,102682,18765,15000,0,0,0,0,FALSE,UL302,0,0,0,,90/270,0/180,FALSE,FALSE
2025121101,102601700,102964,18765,20030,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,FALSE
2025121101,102700100,102599,20265,20,0,0,0,0,FALSE,,0,0,0,180,0/90/180/270,0/180,FALSE,TRUE
2025121101,102700200,102598,20265,1520,0,0,0,0,FALSE,,0,0,0,270,0/90/180/270,0/180,FALSE,FALSE
2025121101,102700300,102601,20265,3020,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,TRUE
2025121101,102700400,102602,20265,4510,0,0,0,0,FALSE,,0,0,0,,0/90/180/270,0/180,FALSE,TRUE
2025121101,102700500,102603,20265,6010,0,0,0,0,FALSE,,0,0,0,270,0/90/180/270,0/180,FALSE,FALSE
